,date,Time,LST,date_modis,anomalia
494,2013-09-30 00:00:00,00:00:00,8.509,273,-1.0788529769
495,2013-10-08 00:00:00,00:00:00,11.765,281,2.1771470231
496,2013-10-16 00:00:00,00:00:00,10.409,289,0.8211470231
497,2013-10-24 00:00:00,00:00:00,15.837,297,6.2491470231
498,2013-11-01 00:00:00,00:00:00,14.616,305,5.0281470231
499,2013-11-09 00:00:00,00:00:00,16.611,313,7.0231470231
500,2013-11-17 00:00:00,00:00:00,18.941,321,9.3531470231
501,2013-11-25 00:00:00,00:00:00,19.907,329,10.3191470231
502,2013-12-03 00:00:00,00:00:00,22.451,337,12.8631470231
503,2013-12-11 00:00:00,00:00:00,24.675,345,15.0871470231
504,2013-12-19 00:00:00,00:00:00,28.143,353,18.5551470231
505,2013-12-27 00:00:00,00:00:00,28.436,361,18.8481470231
506,2014-01-01 00:00:00,00:00:00,28.789,1,19.2011470231
507,2014-01-09 00:00:00,00:00:00,28.426,9,18.8381470231
508,2014-01-17 00:00:00,00:00:00,23.346,17,13.7581470231
509,2014-01-25 00:00:00,00:00:00,25.146,25,15.5581470231
510,2014-02-02 00:00:00,00:00:00,23.522,33,13.9341470231
511,2014-02-10 00:00:00,00:00:00,23.881,41,14.2931470231
512,2014-02-18 00:00:00,00:00:00,20.231,49,10.6431470231
513,2014-02-26 00:00:00,00:00:00,17.874,57,8.2861470231
514,2014-03-06 00:00:00,00:00:00,18.228,65,8.6401470231
515,2014-03-14 00:00:00,00:00:00,16.962,73,7.3741470231
516,2014-03-22 00:00:00,00:00:00,18.29,81,8.7021470231
517,2014-03-30 00:00:00,00:00:00,13.738,89,4.1501470231
518,2014-04-07 00:00:00,00:00:00,10.645,97,1.0571470231
519,2014-04-15 00:00:00,00:00:00,14.052,105,4.4641470231
520,2014-04-23 00:00:00,00:00:00,11.19,113,1.6021470231
521,2014-05-01 00:00:00,00:00:00,1.94,121,-7.6478529769
522,2014-05-09 00:00:00,00:00:00,1.732,129,-7.8558529769
523,2014-05-17 00:00:00,00:00:00,-5.685,137,-15.2728529769
524,2014-05-25 00:00:00,00:00:00,-1.951,145,-11.5388529769
525,2014-06-02 00:00:00,00:00:00,-11.418,153,-21.0058529769
526,2014-06-10 00:00:00,00:00:00,-6.5,161,-16.0878529769
527,2014-06-18 00:00:00,00:00:00,-3.877,169,-13.4648529769
528,2014-06-26 00:00:00,00:00:00,-6.331,177,-15.9188529769
529,2014-07-04 00:00:00,00:00:00,-5.377,185,-14.9648529769
530,2014-07-12 00:00:00,00:00:00,-3.059,193,-12.6468529769
531,2014-07-20 00:00:00,00:00:00,-6.502,201,-16.0898529769
532,2014-07-28 00:00:00,00:00:00,-5.021,209,-14.6088529769
533,2014-08-05 00:00:00,00:00:00,-2.619,217,-12.2068529769
534,2014-08-13 00:00:00,00:00:00,5.039,225,-4.5488529769
535,2014-08-21 00:00:00,00:00:00,2.113,233,-7.4748529769
536,2014-08-29 00:00:00,00:00:00,-11.862,241,-21.4498529769
537,2014-09-06 00:00:00,00:00:00,-1.337,249,-10.9248529769
538,2014-09-14 00:00:00,00:00:00,3.562,257,-6.0258529769
539,2014-09-22 00:00:00,00:00:00,7.457,265,-2.1308529769
540,2014-09-30 00:00:00,00:00:00,8.471,273,-1.1168529769
541,2014-10-08 00:00:00,00:00:00,10.027,281,0.4391470231
542,2014-10-16 00:00:00,00:00:00,16.854,289,7.2661470231
543,2014-10-24 00:00:00,00:00:00,17.671,297,8.0831470231
544,2014-11-01 00:00:00,00:00:00,18.451,305,8.8631470231
545,2014-11-09 00:00:00,00:00:00,22.892,313,13.3041470231
546,2014-11-17 00:00:00,00:00:00,21.391,321,11.8031470231
547,2014-11-25 00:00:00,00:00:00,20.86,329,11.2721470231
548,2014-12-03 00:00:00,00:00:00,25.777,337,16.1891470231
549,2014-12-11 00:00:00,00:00:00,22.419,345,12.8311470231
550,2014-12-19 00:00:00,00:00:00,24.86,353,15.2721470231
551,2014-12-27 00:00:00,00:00:00,24.443,361,14.8551470231
552,2015-01-01 00:00:00,00:00:00,25.206,1,15.6181470231
553,2015-01-09 00:00:00,00:00:00,27.32,9,17.7321470231
554,2015-01-17 00:00:00,00:00:00,28.409,17,18.8211470231
555,2015-01-25 00:00:00,00:00:00,27.566,25,17.9781470231
556,2015-02-02 00:00:00,00:00:00,27.559,33,17.9711470231
557,2015-02-10 00:00:00,00:00:00,25.04,41,15.4521470231
558,2015-02-18 00:00:00,00:00:00,18.778,49,9.1901470231
559,2015-02-26 00:00:00,00:00:00,19.402,57,9.8141470231
560,2015-03-06 00:00:00,00:00:00,25.177,65,15.5891470231
561,2015-03-14 00:00:00,00:00:00,22.908,73,13.3201470231
562,2015-03-22 00:00:00,00:00:00,15.428,81,5.8401470231
563,2015-03-30 00:00:00,00:00:00,14.929,89,5.3411470231
564,2015-04-07 00:00:00,00:00:00,15.276,97,5.6881470231
565,2015-04-15 00:00:00,00:00:00,11.757,105,2.1691470231
566,2015-04-23 00:00:00,00:00:00,13.733,113,4.1451470231
567,2015-05-01 00:00:00,00:00:00,8.253,121,-1.3348529769
568,2015-05-09 00:00:00,00:00:00,7.517,129,-2.0708529769
569,2015-05-17 00:00:00,00:00:00,6.836,137,-2.7518529769
570,2015-05-25 00:00:00,00:00:00,4.288,145,-5.2998529769
571,2015-06-02 00:00:00,00:00:00,2.42,153,-7.1678529769
572,2015-06-10 00:00:00,00:00:00,-0.879,161,-10.4668529769
573,2015-06-18 00:00:00,00:00:00,0.826,169,-8.7618529769
574,2015-06-26 00:00:00,00:00:00,3.146,177,-6.4418529769
575,2015-07-04 00:00:00,00:00:00,3.56,185,-6.0278529769
576,2015-07-12 00:00:00,00:00:00,-14.74,193,-24.3278529769
577,2015-07-20 00:00:00,00:00:00,-7.027,201,-16.6148529769
578,2015-07-28 00:00:00,00:00:00,-3.364,209,-12.9518529769
579,2015-08-05 00:00:00,00:00:00,-11.844,217,-21.4318529769
580,2015-08-13 00:00:00,00:00:00,-6.53,225,-16.1178529769
581,2015-08-21 00:00:00,00:00:00,-3.788,233,-13.3758529769
582,2015-08-29 00:00:00,00:00:00,3.292,241,-6.2958529769
583,2015-09-06 00:00:00,00:00:00,-2.739,249,-12.3268529769
584,2015-09-14 00:00:00,00:00:00,-0.995,257,-10.5828529769
585,2015-09-22 00:00:00,00:00:00,-0.861,265,-10.4488529769
586,2015-09-30 00:00:00,00:00:00,2.605,273,-6.9828529769
587,2015-10-08 00:00:00,00:00:00,0.342,281,-9.2458529769
588,2015-10-16 00:00:00,00:00:00,1.203,289,-8.3848529769
589,2015-10-24 00:00:00,00:00:00,7.108,297,-2.4798529769
590,2015-11-01 00:00:00,00:00:00,9.153,305,-0.4348529769
591,2015-11-09 00:00:00,00:00:00,11.073,313,1.4851470231
592,2015-11-17 00:00:00,00:00:00,11.623,321,2.0351470231
593,2015-11-25 00:00:00,00:00:00,11.796,329,2.2081470231
594,2015-12-03 00:00:00,00:00:00,15.092,337,5.5041470231
595,2015-12-11 00:00:00,00:00:00,16.299,345,6.7111470231
596,2015-12-19 00:00:00,00:00:00,20.273,353,10.6851470231
597,2015-12-27 00:00:00,00:00:00,23.464,361,13.8761470231
598,2016-01-01 00:00:00,00:00:00,21.99,1,12.4021470231
599,2016-01-09 00:00:00,00:00:00,24.028,9,14.4401470231
600,2016-01-17 00:00:00,00:00:00,27.868,17,18.2801470231
601,2016-01-25 00:00:00,00:00:00,23.395,25,13.8071470231
602,2016-02-02 00:00:00,00:00:00,22.929,33,13.3411470231
603,2016-02-10 00:00:00,00:00:00,24.698,41,15.1101470231
604,2016-02-18 00:00:00,00:00:00,,49,
605,2016-02-26 00:00:00,00:00:00,23.562,57,13.9741470231
606,2016-03-05 00:00:00,00:00:00,20.063,65,10.4751470231
607,2016-03-13 00:00:00,00:00:00,20.719,73,11.1311470231
608,2016-03-21 00:00:00,00:00:00,18.248,81,8.6601470231
609,2016-03-29 00:00:00,00:00:00,15.188,89,5.6001470231
610,2016-04-06 00:00:00,00:00:00,8.9,97,-0.6878529769
611,2016-04-14 00:00:00,00:00:00,1.693,105,-7.8948529769
612,2016-04-22 00:00:00,00:00:00,2.992,113,-6.5958529769
613,2016-04-30 00:00:00,00:00:00,2.705,121,-6.8828529769
614,2016-05-08 00:00:00,00:00:00,-3.034,129,-12.6218529769
615,2016-05-16 00:00:00,00:00:00,-5.639,137,-15.2268529769
616,2016-05-24 00:00:00,00:00:00,-10.632,145,-20.2198529769
617,2016-06-01 00:00:00,00:00:00,-11.862,153,-21.4498529769
618,2016-06-09 00:00:00,00:00:00,-6.617,161,-16.2048529769
619,2016-06-17 00:00:00,00:00:00,-8.17,169,-17.7578529769
620,2016-06-25 00:00:00,00:00:00,-4.332,177,-13.9198529769
621,2016-07-03 00:00:00,00:00:00,-7.403,185,-16.9908529769
622,2016-07-11 00:00:00,00:00:00,-12.286,193,-21.8738529769
623,2016-07-19 00:00:00,00:00:00,-6.219,201,-15.8068529769
624,2016-07-27 00:00:00,00:00:00,-6.73,209,-16.3178529769
625,2016-08-04 00:00:00,00:00:00,-3.543,217,-13.1308529769
626,2016-08-12 00:00:00,00:00:00,-2.539,225,-12.1268529769
627,2016-08-20 00:00:00,00:00:00,2.562,233,-7.0258529769
628,2016-08-28 00:00:00,00:00:00,-1.899,241,-11.4868529769
629,2016-09-05 00:00:00,00:00:00,4.428,249,-5.1598529769
630,2016-09-13 00:00:00,00:00:00,7.258,257,-2.3298529769
631,2016-09-21 00:00:00,00:00:00,12.841,265,3.2531470231
632,2016-09-29 00:00:00,00:00:00,11.942,273,2.3541470231
633,2016-10-07 00:00:00,00:00:00,9.693,281,0.1051470231
634,2016-10-15 00:00:00,00:00:00,4.99,289,-4.5978529769
635,2016-10-23 00:00:00,00:00:00,14.372,297,4.7841470231
636,2016-10-31 00:00:00,00:00:00,17.346,305,7.7581470231
637,2016-11-08 00:00:00,00:00:00,18.217,313,8.6291470231
638,2016-11-16 00:00:00,00:00:00,17.643,321,8.0551470231
639,2016-11-24 00:00:00,00:00:00,16.143,329,6.5551470231
640,2016-12-02 00:00:00,00:00:00,19.26,337,9.6721470231
641,2016-12-10 00:00:00,00:00:00,20.257,345,10.6691470231
642,2016-12-18 00:00:00,00:00:00,22.981,353,13.3931470231
643,2016-12-26 00:00:00,00:00:00,23.375,361,13.7871470231
644,2017-01-01 00:00:00,00:00:00,25.697,1,16.1091470231
645,2017-01-09 00:00:00,00:00:00,27.065,9,17.4771470231
646,2017-01-17 00:00:00,00:00:00,28.418,17,18.8301470231
647,2017-01-25 00:00:00,00:00:00,27.784,25,18.1961470231
648,2017-02-02 00:00:00,00:00:00,22.65,33,13.0621470231
649,2017-02-10 00:00:00,00:00:00,21.494,41,11.9061470231
650,2017-02-18 00:00:00,00:00:00,25.012,49,15.4241470231
651,2017-02-26 00:00:00,00:00:00,17.809,57,8.2211470231
652,2017-03-06 00:00:00,00:00:00,19.223,65,9.6351470231
653,2017-03-14 00:00:00,00:00:00,16.072,73,6.4841470231
654,2017-03-22 00:00:00,00:00:00,16.503,81,6.9151470231
655,2017-03-30 00:00:00,00:00:00,13.729,89,4.1411470231
656,2017-04-07 00:00:00,00:00:00,12.416,97,2.8281470231
657,2017-04-15 00:00:00,00:00:00,9.026,105,-0.5618529769
658,2017-04-23 00:00:00,00:00:00,6.037,113,-3.5508529769
659,2017-05-01 00:00:00,00:00:00,2.055,121,-7.5328529769
660,2017-05-09 00:00:00,00:00:00,-3.863,129,-13.4508529769
661,2017-05-17 00:00:00,00:00:00,-9.761,137,-19.3488529769
662,2017-05-25 00:00:00,00:00:00,-7.5,145,-17.0878529769
663,2017-06-02 00:00:00,00:00:00,-6.784,153,-16.3718529769
664,2017-06-10 00:00:00,00:00:00,-5.658,161,-15.2458529769
665,2017-06-18 00:00:00,00:00:00,-14.283,169,-23.8708529769
666,2017-06-26 00:00:00,00:00:00,-5.237,177,-14.8248529769
667,2017-07-04 00:00:00,00:00:00,-5.26,185,-14.8478529769
668,2017-07-12 00:00:00,00:00:00,-6.853,193,-16.4408529769
669,2017-07-20 00:00:00,00:00:00,-2.4,201,-11.9878529769
670,2017-07-28 00:00:00,00:00:00,-1.553,209,-11.1408529769
671,2017-08-05 00:00:00,00:00:00,-11.99,217,-21.5778529769
672,2017-08-12 00:00:00,00:00:00,-6.419,225,-16.0068529769
673,2017-08-21 00:00:00,00:00:00,-1.713,233,-11.3008529769
674,2017-08-29 00:00:00,00:00:00,2.129,241,-7.4588529769
675,2017-09-06 00:00:00,00:00:00,0.081,249,-9.5068529769
676,2017-09-14 00:00:00,00:00:00,8.46,257,-1.1278529769
677,2017-09-22 00:00:00,00:00:00,11.917,265,2.3291470231
678,2017-09-30 00:00:00,00:00:00,4.067,273,-5.5208529769
679,2017-10-08 00:00:00,00:00:00,8.382,281,-1.2058529769
680,2017-10-16 00:00:00,00:00:00,13.139,289,3.5511470231
681,2017-10-24 00:00:00,00:00:00,12.739,297,3.1511470231
682,2017-11-01 00:00:00,00:00:00,8.939,305,-0.6488529769
683,2017-11-09 00:00:00,00:00:00,18.425,313,8.8371470231
684,2017-11-17 00:00:00,00:00:00,19.116,321,9.5281470231
685,2017-11-25 00:00:00,00:00:00,21.662,329,12.0741470231
686,2017-12-03 00:00:00,00:00:00,23.596,337,14.0081470231
687,2017-12-11 00:00:00,00:00:00,27.177,345,17.5891470231
688,2017-12-19 00:00:00,00:00:00,26.705,353,17.1171470231
689,2017-12-27 00:00:00,00:00:00,25.7,361,16.1121470231
690,2018-01-01 00:00:00,00:00:00,24.308,1,14.7201470231
691,2018-01-09 00:00:00,00:00:00,25.092,9,15.5041470231
692,2018-01-17 00:00:00,00:00:00,23.976,17,14.3881470231
693,2018-01-25 00:00:00,00:00:00,26.228,25,16.6401470231
694,2018-02-02 00:00:00,00:00:00,27.197,33,17.6091470231
695,2018-02-10 00:00:00,00:00:00,26.582,41,16.9941470231
696,2018-02-18 00:00:00,00:00:00,22.81,49,13.2221470231
697,2018-02-26 00:00:00,00:00:00,20.554,57,10.9661470231
698,2018-03-06 00:00:00,00:00:00,20.597,65,11.0091470231
699,2018-03-14 00:00:00,00:00:00,18.517,73,8.9291470231
700,2018-03-22 00:00:00,00:00:00,18.487,81,8.8991470231
701,2018-03-30 00:00:00,00:00:00,17.488,89,7.9001470231
702,2018-04-07 00:00:00,00:00:00,14.404,97,4.8161470231
703,2018-04-15 00:00:00,00:00:00,15.546,105,5.9581470231
704,2018-04-23 00:00:00,00:00:00,12.251,113,2.6631470231
705,2018-05-01 00:00:00,00:00:00,9.295,121,-0.2928529769
706,2018-05-09 00:00:00,00:00:00,4.529,129,-5.0588529769
707,2018-05-17 00:00:00,00:00:00,3.683,137,-5.9048529769
708,2018-05-25 00:00:00,00:00:00,5.795,145,-3.7928529769
709,2018-06-02 00:00:00,00:00:00,-7.987,153,-17.5748529769
710,2018-06-10 00:00:00,00:00:00,-6.13,161,-15.7178529769
711,2018-06-18 00:00:00,00:00:00,-1.366,169,-10.9538529769
712,2018-06-26 00:00:00,00:00:00,-6.578,177,-16.1658529769
713,2018-07-04 00:00:00,00:00:00,-6.224,185,-15.8118529769
714,2018-07-12 00:00:00,00:00:00,-4.418,193,-14.0058529769
715,2018-07-20 00:00:00,00:00:00,-6.888,201,-16.4758529769
716,2018-07-28 00:00:00,00:00:00,-7.243,209,-16.8308529769
717,2018-08-05 00:00:00,00:00:00,-4.074,217,-13.6618529769
718,2018-08-13 00:00:00,00:00:00,-0.107,225,-9.6948529769
719,2018-08-21 00:00:00,00:00:00,2.773,233,-6.8148529769
720,2018-08-29 00:00:00,00:00:00,5.525,241,-4.0628529769
721,2018-09-06 00:00:00,00:00:00,9.832,249,0.2441470231
722,2018-09-14 00:00:00,00:00:00,7.9,257,-1.6878529769
723,2018-09-22 00:00:00,00:00:00,4.724,265,-4.8638529769
724,2018-09-30 00:00:00,00:00:00,6.011,273,-3.5768529769
725,2018-10-08 00:00:00,00:00:00,6.673,281,-2.9148529769
726,2018-10-16 00:00:00,00:00:00,10.549,289,0.9611470231
727,2018-10-24 00:00:00,00:00:00,10.036,297,0.4481470231
728,2018-11-01 00:00:00,00:00:00,16.843,305,7.2551470231
729,2018-11-09 00:00:00,00:00:00,15.625,313,6.0371470231
730,2018-11-17 00:00:00,00:00:00,20.308,321,10.7201470231
731,2018-11-25 00:00:00,00:00:00,18.37,329,8.7821470231
732,2018-12-03 00:00:00,00:00:00,16.564,337,6.9761470231
733,2018-12-11 00:00:00,00:00:00,20.816,345,11.2281470231
734,2018-12-19 00:00:00,00:00:00,24.355,353,14.7671470231
735,2018-12-27 00:00:00,00:00:00,25.636,361,16.0481470231
736,2019-01-01 00:00:00,00:00:00,25.84,1,16.2521470231
737,2019-01-09 00:00:00,00:00:00,21.138,9,11.5501470231
738,2019-01-17 00:00:00,00:00:00,27.744,17,18.1561470231
739,2019-01-25 00:00:00,00:00:00,28.736,25,19.1481470231
740,2019-02-02 00:00:00,00:00:00,28.359,33,18.7711470231
741,2019-02-10 00:00:00,00:00:00,25.186,41,15.5981470231
742,2019-02-18 00:00:00,00:00:00,24.111,49,14.5231470231
743,2019-02-26 00:00:00,00:00:00,21.842,57,12.2541470231
744,2019-03-06 00:00:00,00:00:00,20.608,65,11.0201470231
745,2019-03-14 00:00:00,00:00:00,18.486,73,8.8981470231
746,2019-03-22 00:00:00,00:00:00,19.455,81,9.8671470231
747,2019-03-30 00:00:00,00:00:00,17.049,89,7.4611470231
748,2019-04-07 00:00:00,00:00:00,16.909,97,7.3211470231
749,2019-04-15 00:00:00,00:00:00,13.092,105,3.5041470231
750,2019-04-23 00:00:00,00:00:00,10.53,113,0.9421470231
751,2019-05-01 00:00:00,00:00:00,6.174,121,-3.4138529769
752,2019-05-09 00:00:00,00:00:00,8.453,129,-1.1348529769
753,2019-05-17 00:00:00,00:00:00,4.105,137,-5.4828529769
754,2019-05-25 00:00:00,00:00:00,1.514,145,-8.0738529769
755,2019-06-02 00:00:00,00:00:00,0.992,153,-8.5958529769
756,2019-06-10 00:00:00,00:00:00,-5.338,161,-14.9258529769
757,2019-06-18 00:00:00,00:00:00,-4.341,169,-13.9288529769
758,2019-06-26 00:00:00,00:00:00,-7.741,177,-17.3288529769
759,2019-07-04 00:00:00,00:00:00,-4.01,185,-13.5978529769
760,2019-07-12 00:00:00,00:00:00,-3.739,193,-13.3268529769
761,2019-07-20 00:00:00,00:00:00,-8.495,201,-18.0828529769
762,2019-07-28 00:00:00,00:00:00,-1.346,209,-10.9338529769
763,2019-08-05 00:00:00,00:00:00,-1.305,217,-10.8928529769
764,2019-08-13 00:00:00,00:00:00,1.662,225,-7.9258529769
765,2019-08-21 00:00:00,00:00:00,-1.916,233,-11.5038529769
766,2019-08-29 00:00:00,00:00:00,3.521,241,-6.0668529769
767,2019-09-06 00:00:00,00:00:00,-1.175,249,-10.7628529769
768,2019-09-14 00:00:00,00:00:00,7.331,257,-2.2568529769
769,2019-09-22 00:00:00,00:00:00,13.945,265,4.3571470231
770,2019-09-30 00:00:00,00:00:00,8.979,273,-0.6088529769
771,2019-10-08 00:00:00,00:00:00,12.672,281,3.0841470231
772,2019-10-16 00:00:00,00:00:00,15.096,289,5.5081470231
773,2019-10-24 00:00:00,00:00:00,14.091,297,4.5031470231
774,2019-11-01 00:00:00,00:00:00,22.051,305,12.4631470231
775,2019-11-09 00:00:00,00:00:00,23.7,313,14.1121470231
776,2019-11-17 00:00:00,00:00:00,26.362,321,16.7741470231
777,2019-11-25 00:00:00,00:00:00,25.035,329,15.4471470231
778,2019-12-03 00:00:00,00:00:00,25.455,337,15.8671470231
779,2019-12-11 00:00:00,00:00:00,25.853,345,16.2651470231
780,2019-12-19 00:00:00,00:00:00,27.951,353,18.3631470231
781,2019-12-27 00:00:00,00:00:00,30.02,361,20.4321470231
782,2020-01-01 00:00:00,00:00:00,28.198,1,18.6101470231
783,2020-01-09 00:00:00,00:00:00,28.501,9,18.9131470231
784,2020-01-17 00:00:00,00:00:00,29.511,17,19.9231470231
785,2020-01-25 00:00:00,00:00:00,27.602,25,18.0141470231
786,2020-02-02 00:00:00,00:00:00,25.068,33,15.4801470231
787,2020-02-10 00:00:00,00:00:00,25.464,41,15.8761470231
788,2020-02-18 00:00:00,00:00:00,25.682,49,16.0941470231
789,2020-02-26 00:00:00,00:00:00,25.128,57,15.5401470231
790,2020-03-05 00:00:00,00:00:00,25.213,65,15.6251470231
791,2020-03-13 00:00:00,00:00:00,20.936,73,11.3481470231
792,2020-03-21 00:00:00,00:00:00,18.617,81,9.0291470231
793,2020-03-29 00:00:00,00:00:00,18.199,89,8.6111470231
794,2020-04-06 00:00:00,00:00:00,14.254,97,4.6661470231
795,2020-04-14 00:00:00,00:00:00,12.958,105,3.3701470231
796,2020-04-22 00:00:00,00:00:00,8.547,113,-1.0408529769
797,2020-04-30 00:00:00,00:00:00,11.462,121,1.8741470231
798,2020-05-08 00:00:00,00:00:00,9.414,129,-0.1738529769
799,2020-05-16 00:00:00,00:00:00,9.908,137,0.3201470231
800,2020-05-24 00:00:00,00:00:00,6.967,145,-2.6208529769
801,2020-06-01 00:00:00,00:00:00,1.434,153,-8.1538529769
802,2020-06-09 00:00:00,00:00:00,-2.35,161,-11.9378529769
803,2020-06-17 00:00:00,00:00:00,-21.65,169,-31.2378529769
804,2020-06-25 00:00:00,00:00:00,-12.407,177,-21.9948529769
805,2020-07-03 00:00:00,00:00:00,-13.949,185,-23.5368529769
806,2020-07-11 00:00:00,00:00:00,-5.754,193,-15.3418529769
807,2020-07-19 00:00:00,00:00:00,-11.165,201,-20.7528529769
808,2020-07-27 00:00:00,00:00:00,-5.366,209,-14.9538529769
809,2020-08-04 00:00:00,00:00:00,-1.504,217,-11.0918529769
810,2020-08-12 00:00:00,00:00:00,-4.653,225,-14.2408529769
811,2020-08-20 00:00:00,00:00:00,-2.666,233,-12.2538529769
812,2020-08-28 00:00:00,00:00:00,-0.048,241,-9.6358529769
813,2020-09-05 00:00:00,00:00:00,2.017,249,-7.5708529769
814,2020-09-13 00:00:00,00:00:00,8.301,257,-1.2868529769
815,2020-09-21 00:00:00,00:00:00,8.995,265,-0.5928529769
816,2020-09-29 00:00:00,00:00:00,6.699,273,-2.8888529769
817,2020-10-07 00:00:00,00:00:00,14.587,281,4.9991470231
818,2020-10-15 00:00:00,00:00:00,18.06,289,8.4721470231
819,2020-10-23 00:00:00,00:00:00,17.074,297,7.4861470231
820,2020-10-31 00:00:00,00:00:00,20.93,305,11.3421470231
821,2020-11-08 00:00:00,00:00:00,21.572,313,11.9841470231
822,2020-11-16 00:00:00,00:00:00,19.398,321,9.8101470231
823,2020-11-24 00:00:00,00:00:00,24.205,329,14.6171470231
